p,o,a,b,c
113,+,77503,13,111
113,/,45819,56,27
97,+,50757,56,82
113,+,13469,14,36
97,-,84026,25,96
113,/,45420,79,9
113,-,25005,82,63
97,/,47231,64,58
97,/,36935,10,7
97,/,9313,13,37
97,-,5520,87,1
113,-,25005,11,21
97,-,47058,89,21
113,+,54179,21,73
97,/,25367,38,85
113,/,77503,68,9
97,+,97913,66,9
113,+,61208,85,47
113,-,88178,71,80
113,+,52810,90,16
113,+,32157,23,88
97,+,22704,16,22
113,/,11670,35,107
97,-,84026,87,34
113,+,64945,76,46
97,-,32087,94,80
97,/,13470,53,60
113,-,29229,63,12
113,/,90132,19,110
97,+,21691,68,31
113,/,9184,5,28
113,+,38286,37,16
113,/,60716,62,75
113,+,92067,43,15
97,-,89479,78,64
113,+,42439,45,109
113,-,7715,56,88
113,/,51028,106,29
113,-,45420,104,3
97,-,41940,96,37
113,+,61208,64,26
113,+,45819,105,46
113,+,8764,68,18
113,+,71965,93,77
97,/,66969,45,33
97,/,13485,82,67
113,+,45819,104,45
113,+,51677,86,9
113,/,99188,84,50
113,-,38286,11,81
97,/,81442,69,16
97,+,22452,87,35
113,/,62575,95,93
97,/,21582,50,43
113,-,84344,52,107
97,+,17918,8,78
113,+,87985,5,76
113,-,94644,35,28
97,-,31330,54,42
97,-,31026,87,93
97,/,85802,18,13
113,/,47699,71,106
113,/,61287,109,110
113,-,53879,14,77
97,/,75993,2,69
97,+,34913,59,52
113,/,61208,31,53
113,+,32155,23,86
113,-,65979,83,17
113,/,87985,3,61
113,+,98262,77,29
97,+,9313,73,74
113,-,36672,25,35
97,-,37093,14,25
97,+,66969,57,96
113,/,32157,60,83
97,-,47106,32,29
113,+,29229,43,5
97,-,22452,13,32
113,/,21170,33,76
113,+,15416,73,8
97,+,77561,29,87
97,+,41477,51,12
97,/,34913,29,39
113,/,61208,98,59
97,/,17531,24,51
113,+,42439,58,9
113,/,4738,76,62
113,+,66952,88,31
97,/,84026,40,63
113,-,58742,94,1
113,+,27885,19,106
97,+,9078,5,62
113,/,5188,74,70
97,+,9297,47,32
97,/,70596,52,96
97,+,21582,46,94
97,+,5956,78,20
97,+,45681,42,36
113,/,38353,83,10
113,/,92067,41,98
97,/,9127,95,96
97,/,86933,83,77
97,+,29432,54,95
113,/,13880,57,17
113,+,90338,8,59
97,+,71429,73,13
113,/,74692,43,42
113,+,53879,112,90
113,-,74692,26,86
97,-,45468,23,49
113,/,15416,24,77
97,+,49039,60,17
97,+,13485,46,48
113,-,40483,49,93
113,/,95111,84,2
113,/,21170,89,11
97,/,84096,21,27
97,-,80549,60,76
113,/,46526,47,85
97,-,51782,21,60
97,+,60736,28,42
113,/,47699,52,13
97,+,78480,59,66
97,-,9078,93,61
97,/,47231,63,70
97,+,89387,66,19
113,-,51677,38,111
113,-,61287,98,56
97,+,70596,53,33
113,/,78288,107,53
113,/,87985,21,8
113,/,54179,13,99
113,+,88107,107,74
97,-,17531,60,11
97,-,5520,7,81
97,/,45681,5,18
113,-,98262,49,16
97,+,78745,37,18
113,+,60261,11,43
113,/,77503,17,39
113,+,45420,63,57
113,/,40358,50,16
97,-,47058,22,88
97,-,27813,8,63
97,+,9230,72,87
113,+,6146,13,57
113,-,35865,39,5
113,/,15416,110,27
97,-,85802,86,65
113,+,71965,55,39
113,/,95111,50,94
113,/,52810,101,70
97,+,9127,31,40
97,/,39855,13,58
97,/,50757,94,54
113,+,92542,56,51
97,+,31026,14,0
113,/,22918,59,49
97,-,78745,1,77
97,-,75993,85,54
97,-,37093,70,66
113,+,71965,24,8
113,+,60716,86,8
113,/,92067,2,42
113,-,21170,95,57
113,-,9184,45,99
113,+,69342,78,38
97,+,78561,55,46
97,-,58237,35,2
113,-,7715,104,40
97,/,21582,32,92
113,-,29376,27,82
113,+,42439,32,96
113,+,56838,3,2
113,+,73905,35,38
113,-,73905,101,15
113,+,27885,74,48
113,/,12109,34,17
113,/,17221,15,18
113,/,94644,50,84
97,+,27813,3,74
113,-,32157,82,96
97,/,22452,61,77
97,-,61954,93,72
113,+,74692,97,96
97,-,85802,97,54
113,/,87038,109,7
97,-,45468,51,21
97,-,59127,94,57
113,/,92437,5,68
113,-,90338,18,33
113,-,45066,81,11
97,+,9297,25,10
113,-,12109,71,60
97,-,51782,71,10
97,/,69658,64,21
97,/,5956,39,55
97,-,60736,96,15
113,+,22704,105,96
97,+,10109,51,72
113,/,69342,5,82
97,+,69658,26,38
113,/,28473,104,47
113,+,48186,40,88
113,-,2296,97,52
113,-,76255,87,6
113,+,10530,58,79
113,+,6146,93,24
113,+,22704,76,67
113,/,29376,95,83
113,+,11343,87,17
113,+,18391,83,55
113,+,96626,112,10
97,+,92272,22,47
97,+,7373,48,49
113,-,32157,13,52
113,+,54179,98,37
113,+,88178,65,103
97,+,89387,63,16
97,+,51782,80,64
113,-,69342,78,108
113,-,8764,100,76
113,-,90338,66,98
97,-,66969,7,32
113,+,88107,99,66
97,/,81815,71,85
97,+,39813,16,59
97,+,37093,77,19
113,-,92542,60,48
97,+,89387,57,10
113,+,44017,91,38
113,-,46646,7,83
113,/,77452,105,59
97,/,32087,89,69
97,/,68089,7,27
113,/,48186,109,103
97,+,21691,23,83
113,/,64945,36,109
113,/,51028,14,28
113,/,94644,108,85
97,/,41477,47,9
113,-,98262,37,28
97,+,47058,38,51
97,/,55447,57,2
113,+,62575,97,70
113,/,28473,30,45
113,-,88178,39,112
97,/,64490,3,59
97,/,39030,69,80
113,+,64108,6,43
97,-,96984,29,52
113,+,6496,66,8
113,-,65979,54,46
113,/,13880,58,13
113,+,32138,100,33
97,-,27813,56,15
113,/,11670,54,103
113,+,18628,2,98
113,/,17221,72,13
97,/,31330,3,64
97,+,84096,26,23
113,/,45420,62,54
97,+,5520,48,39
113,+,77503,15,0
97,-,97317,73,50
113,+,78097,102,3
97,+,57363,51,87
97,-,10109,45,73
113,-,22918,16,76
97,+,31026,92,78
113,/,90764,4,91
97,/,97913,81,44
113,+,60261,62,94
97,-,96984,59,22
113,+,94245,4,7
97,/,50757,67,78
97,+,89387,70,23
97,-,5520,68,20
113,-,46646,63,27
97,+,9297,72,57
97,/,25040,43,0
113,/,66178,5,14
97,+,97317,72,1
113,/,22704,96,10
97,/,47058,95,10
97,-,97317,19,7
97,+,32087,14,91
97,+,34702,36,12
97,-,66732,68,25
113,/,22704,108,97
97,+,3080,67,43
113,+,48186,49,97
113,-,88178,42,109
113,/,22704,57,59
113,/,90082,57,111
97,+,58237,28,65
97,+,51782,55,39
97,+,46992,0,44
113,/,18391,39,19
97,/,69912,58,41
97,/,31026,8,95
113,/,77503,19,11
97,/,41477,91,67
113,-,76255,36,57
97,+,9230,39,54
113,+,27885,37,11
113,+,61287,109,37
97,/,31026,66,82
97,+,36556,12,96
97,/,39813,79,18
97,+,57363,89,28
113,+,88107,71,38
113,/,66952,45,18
97,+,49203,80,7
97,+,66367,68,87
113,-,92447,63,63
97,-,95595,94,53
97,/,21691,77,87
97,/,39855,21,54
113,/,95111,46,33
97,-,49384,65,43
97,+,45468,18,90
113,+,92437,82,85
97,/,39855,76,39
113,/,27885,103,44
97,+,25367,19,69
113,/,36672,40,12
113,-,61208,47,28
113,/,88625,43,27
113,/,5188,11,19
97,/,32087,24,75
113,-,73905,69,47
113,+,27885,77,51
113,/,90338,97,27
97,-,86933,49,69
97,-,61954,14,54
113,+,29376,55,51
97,-,83449,42,84
97,-,2688,86,80
113,/,92437,33,89
113,/,62226,15,80
113,+,45819,3,57
97,-,70596,90,84
97,+,36556,9,93
113,+,66178,107,67
113,+,2296,65,101
97,+,7373,60,61
113,+,25005,45,77
113,+,32819,87,23
97,+,302,41,52
97,-,78745,87,88
97,-,61954,54,14
97,+,69912,72,47
113,+,10530,88,109
97,-,83449,80,46
97,/,96984,58,23
113,+,88107,72,39
113,+,92067,41,13
113,+,66952,42,98
113,-,85237,22,13
113,-,56838,9,103
113,/,84344,78,64
113,+,87985,23,94
113,+,95111,108,73
113,/,45066,31,97
113,/,53879,107,51
113,+,92542,100,95
113,-,88107,37,43
113,+,92437,38,41
113,-,77503,86,12
113,+,13880,18,112
113,+,62226,106,69
113,+,32819,83,19
97,/,41940,51,46
113,+,56838,58,57
97,-,84026,53,68
97,-,58237,50,84
113,+,78097,24,38
97,-,5956,83,53
97,/,25040,90,84
97,+,59127,87,44
113,/,98262,53,46
97,-,7373,42,56
113,-,56838,18,94
97,+,22902,78,88
113,/,90132,30,66
113,+,96626,51,62
113,+,90082,50,71
113,/,38133,31,100
113,+,33576,52,67
113,/,58742,42,42
113,/,69342,14,94
97,-,89387,9,41
113,-,58742,73,22
113,+,38124,37,80
97,+,49039,54,11
113,+,90338,9,60
113,/,88625,76,36
113,+,61287,35,76
97,/,70596,28,96
113,+,84344,30,76
97,/,36413,9,68
113,+,46526,65,35
97,-,9297,69,13
97,+,29432,91,35
113,-,38353,74,85
97,+,9230,16,31
97,-,24506,20,42
113,/,27885,98,58
113,+,13469,45,67
113,+,96626,72,83
97,-,49203,33,88
97,/,58237,6,6
113,+,90132,73,31
97,+,76017,43,12
97,-,86933,20,1
97,-,94353,14,55
97,-,5520,65,23
97,-,47231,11,78
97,/,89479,75,29
97,+,49203,1,25
113,+,77503,84,69
113,/,92067,59,91
97,/,81815,55,32
97,/,89387,94,77
113,/,54179,104,68
97,+,31026,5,88
97,+,86933,77,1
113,-,88107,103,90
113,+,99308,59,40
113,/,4738,39,8
113,+,92542,62,57
97,-,24506,61,1
113,-,11343,30,13
113,/,3489,74,47
113,+,66178,1,74
97,/,35467,23,87
97,/,84096,78,11
113,+,69342,19,92
113,/,27885,16,47
97,-,17918,65,5
97,/,49384,74,85
97,/,35467,56,51
113,/,51028,74,11
113,+,3489,47,33
97,+,35467,12,74
113,/,60716,73,40
97,+,60736,74,88
113,-,16295,97,39
97,+,55447,77,40
113,+,61208,59,21
97,+,66969,82,24
113,/,42439,89,24
113,-,74692,72,40
97,/,61954,26,54
113,-,87985,104,80
113,-,6268,27,26
97,+,21582,26,74
97,/,9078,71,30
97,/,21582,96,30
113,-,36672,83,90
97,-,84096,56,38
113,/,92542,19,11
113,-,29229,1,74
113,-,62226,48,28
113,+,60716,26,61
113,/,40358,15,91
113,/,8764,91,96
97,/,9313,8,0
97,-,97317,10,16
113,+,61287,80,8
113,/,3935,29,22
97,+,96984,43,27
113,/,53879,89,40
97,/,65197,6,2
97,+,97317,28,54
113,-,22704,23,81
113,-,10530,76,58
97,/,3357,53,63
113,/,60444,46,71
113,-,60444,38,64
113,-,90338,54,110
97,/,37093,56,80
113,/,38133,52,55
113,/,35865,113,91
113,+,92437,14,17
113,/,17221,33,69
113,-,32138,48,111
113,/,92447,58,11
97,-,89387,66,81
113,-,32155,2,61
97,-,71429,1,36
97,+,46992,41,85
113,/,67524,21,51
113,-,17221,25,20
113,/,27885,44,68
97,-,77561,53,5
113,-,73271,112,48
97,+,68089,87,82
113,/,99308,23,23
97,/,94353,46,14
97,+,9230,82,0
113,+,88178,53,91
113,+,64460,38,88
113,/,10530,37,58
113,-,78097,101,26
97,+,39776,0,6
113,+,92542,74,69
113,+,64945,110,80
113,-,3935,61,32
113,/,38286,98,51
113,-,64460,98,65
113,/,32819,64,60
113,-,3935,36,57
113,/,74692,67,97
97,/,25367,63,14
113,-,7715,99,45
97,-,94353,41,28
113,-,51028,87,91
113,/,98030,96,4
97,-,69658,50,59
97,+,66969,8,47
113,+,95111,52,17
113,+,85237,9,44
97,+,77561,87,48
113,-,61208,39,36
113,-,87038,86,55
113,/,5188,19,47
113,/,32157,54,30
97,-,86933,42,76
113,+,64460,56,106
113,-,51677,91,58
113,/,38353,92,77
113,-,66952,42,14
113,-,84344,62,97
97,/,86933,69,95
97,/,45681,90,22
97,-,81442,68,88
113,+,87985,18,89
113,/,2296,85,27
97,-,58237,52,82
97,+,60736,3,17
113,+,40483,32,61
113,/,27885,109,29
113,-,98262,109,69
113,-,84344,18,28
113,/,11343,108,105
113,+,42439,31,95
113,-,38133,112,53
113,-,18391,51,34
97,/,78745,18,9
113,/,96626,90,56
113,+,6268,29,82
113,-,29376,0,109
97,-,9127,74,32
97,/,65197,89,53
113,-,53879,103,101
113,-,88625,33,0
113,+,45066,100,79
97,-,75993,54,85
113,/,35865,32,103
113,-,61208,80,108
113,+,96626,15,26
113,+,99188,69,43
113,-,88178,74,77
97,/,39776,36,37
113,/,98262,74,84
113,/,25005,104,14
97,-,59127,24,30
113,-,54179,9,43
113,/,25005,51,38
97,/,27813,65,39
97,+,71429,66,6
113,+,73905,24,27
113,+,18628,62,45
113,+,9184,81,112
113,-,62226,100,89
97,-,46992,56,85
113,-,7715,69,75
97,+,39813,53,96
97,-,9127,78,28
97,-,35942,12,40
113,/,54179,107,54
113,/,10530,80,18
97,-,71429,46,88
113,+,87985,105,63
113,-,38353,50,109
113,/,25005,40,60
97,+,13485,16,18
97,/,69912,85,46
113,/,60716,42,89
113,/,45819,81,0
113,/,66952,40,91
97,+,41477,29,87
113,-,45819,30,24
113,/,65979,56,48
113,/,42439,100,85
113,+,38133,87,26
113,-,6496,59,109
97,/,41477,90,72
113,/,21170,12,69
97,/,59127,85,16
113,-,18391,86,112
113,/,38124,51,69
97,-,45681,27,64
113,+,66952,102,45
113,/,45420,8,27
113,-,15577,75,21
113,-,90764,15,10
97,+,66969,53,92
113,+,92437,24,27
97,-,25040,39,72
113,+,12109,10,28
97,-,22452,53,89
113,/,45420,72,65
113,+,58742,39,21
97,+,35467,96,61
113,/,65979,76,77
97,+,51782,28,12
113,-,38286,29,63
113,-,33576,89,39
113,/,90764,76,64
113,+,7715,76,107
113,+,92437,85,88
97,+,97317,87,16
113,/,51028,85,35
113,-,73271,1,46
97,+,24506,78,43
97,-,46992,29,15
97,-,92272,83,39
97,+,86933,42,63
113,/,13469,51,38
97,-,71429,14,23
97,/,10109,57,80
113,-,18391,93,105
97,/,64490,60,7
113,+,92447,90,103
113,-,9184,28,3
113,/,42439,12,33
113,/,61287,113,90
97,/,2688,61,44
113,/,62226,40,86
113,+,73271,40,87
113,-,22918,37,55
113,+,98262,87,39
97,/,89479,65,18
97,/,9230,27,50
113,+,92542,41,36
97,-,302,46,62
97,+,57363,84,23
97,+,13470,5,89
113,/,13469,26,66
113,+,46646,52,29
97,-,10109,5,16
97,-,41477,30,28
113,/,38286,25,62
97,/,22452,22,50
113,+,73905,16,19
113,+,73271,86,20
113,+,88107,47,14
97,/,47106,40,13
97,/,29432,41,38
113,/,90082,34,50
113,/,35865,49,53
97,-,9230,10,5
97,+,55447,24,84
97,/,9313,17,62
97,-,35942,93,56
97,+,50757,50,76
113,/,42439,6,67
113,/,6146,34,67
97,-,9313,10,88
97,/,46204,84,65
113,-,53879,95,109
113,+,90338,95,33
113,-,98262,36,29
113,/,51028,56,7
113,-,61287,51,103
113,/,45420,70,83
113,-,22088,10,43
97,-,47106,36,25
97,-,78745,81,94
113,-,22918,34,58
97,-,58237,1,36
97,/,39030,50,4
113,-,22918,42,50
113,-,48186,33,15
97,-,70596,30,47
113,-,66178,24,49
113,-,90082,3,18
113,/,3489,24,32
113,-,21170,60,92
113,-,25005,73,72
97,/,89387,97,48
97,/,36556,68,52
97,+,39030,95,34
97,-,49039,23,31
97,/,22452,78,93
113,/,92437,83,96
97,-,36935,6,69
97,-,70596,13,64
113,/,18628,17,78
97,/,35467,39,36
113,+,8764,14,77
113,-,33576,59,69
97,-,22704,42,61
113,/,22918,13,67
97,+,50757,33,59
97,/,84026,14,84
113,+,13880,65,46
97,-,9127,40,66
113,/,46526,14,46
113,-,92067,94,104
97,/,39030,60,68
113,/,84984,108,108
97,-,47058,49,61
113,/,45066,28,27
97,+,57363,80,19
97,/,89387,96,58
113,+,60444,69,58
113,/,25005,29,71
113,-,87985,54,17
97,-,94353,3,66
113,+,27885,2,89
97,-,76017,28,38
97,-,3080,62,11
97,+,9297,67,52
97,-,81815,24,20
113,/,22704,92,20
97,-,24506,96,63
113,/,45420,27,100
113,/,44017,59,68
113,-,61208,104,84
113,+,77452,65,112
97,-,58237,89,45
113,+,9184,14,45
97,/,55447,10,15
97,/,32087,86,82
113,+,73271,13,60
113,+,29376,0,109
113,+,15416,60,108
113,/,64108,46,37
113,+,78288,17,109
113,/,60261,39,76
113,-,52810,21,18
113,/,8764,79,110
113,+,73905,77,80
97,+,35942,52,7
113,+,21170,54,93
97,/,29432,16,93
97,/,34702,75,74
113,+,98030,84,30
113,+,50938,84,59
97,-,71429,91,43
113,+,48186,93,28
113,+,76255,112,92
97,/,36556,50,52
113,+,65979,71,58
97,-,41477,64,91
113,/,61287,93,94
113,+,32819,20,69
97,/,85802,29,48
113,/,38286,107,18
97,+,47231,48,40
113,-,66178,111,75
97,/,34702,7,10
97,-,13485,17,82
113,-,95111,39,39
113,-,38286,87,5
97,/,29432,91,32
97,+,78480,24,31
113,+,60444,75,64
113,+,3935,62,42
113,/,4738,5,43
113,/,9184,57,48
113,/,60261,98,49
97,-,37093,25,14
113,-,8764,97,79
113,+,46646,67,44
113,+,9184,61,92
97,/,65197,12,1
97,-,97317,6,20
113,/,98030,35,88
113,/,77452,1,47
113,-,92437,41,75
113,/,84344,25,96
113,/,65979,93,31
97,-,41940,60,73
97,-,92272,55,67
97,-,24752,75,39
97,/,95595,48,51
113,-,94644,52,11
113,+,92067,108,80
113,/,32157,41,106
113,+,3935,78,58
97,-,61954,73,92
113,+,18391,108,80
113,+,28473,55,52
97,/,7373,62,21
113,-,62575,82,4
113,+,74692,54,53
97,/,13485,35,94
97,+,66969,52,91
113,-,11670,95,49
97,-,78480,42,62
113,-,96626,62,62
97,/,47231,69,5
97,/,51782,31,21
113,+,27885,80,54
97,-,31026,72,11
97,+,94353,27,96
113,+,92542,43,38
97,+,64490,93,78
113,/,66178,101,90
113,-,4738,105,0
113,+,62575,44,17
113,/,5188,22,9
97,-,85802,82,69
113,+,96626,98,109
97,/,86933,74,10
113,+,77452,20,67
113,-,78097,15,112
113,/,4738,96,49
113,-,98030,21,38
97,-,41477,2,56
113,+,4738,45,37
113,-,87985,36,35
113,+,40541,1,88
97,-,31026,13,70
113,-,18391,21,64
97,-,75993,84,55
113,/,22918,97,10
113,/,22088,108,91
113,-,67524,33,30
113,/,38133,9,56
113,+,64460,22,72
113,+,17221,4,49
113,+,62575,71,44
113,+,78288,105,84
113,-,44017,27,33
113,-,18391,81,4
97,-,7373,2,96
97,/,24752,88,87
113,-,17221,91,67
113,/,69342,80,75
97,/,68089,17,28
113,-,50938,86,2
113,/,92437,107,72
113,+,4738,64,56
113,/,92437,26,52
97,-,85802,47,7
113,+,53879,11,102
113,-,92542,19,89
113,-,64460,78,85
113,-,67524,94,82
113,+,17221,78,10
97,/,49039,62,14
97,+,35942,88,43
113,-,40541,81,6
97,/,85802,87,16
113,/,38353,15,70
97,/,9313,71,34
113,-,33576,49,79
97,-,39776,93,10
97,/,60736,26,8
113,-,90132,75,109
113,/,62226,73,61
113,+,67524,41,104
113,+,84344,33,79
97,-,37093,16,23
97,+,37093,91,33
97,/,31026,17,79
97,-,77561,11,47
97,-,22452,57,85
113,/,60261,99,43
113,-,99308,79,15
97,/,3080,33,93
97,-,89387,65,82
97,-,75993,27,15
113,-,54179,107,58
97,+,84026,29,53
113,-,94644,32,31
113,+,92542,25,20
97,/,84096,68,72
113,-,95111,9,69
97,/,39855,19,60
113,+,18391,95,67
97,/,41940,24,1
97,/,17918,63,90
113,+,45819,111,52
97,-,69912,1,71
97,-,25040,46,65
113,-,54179,101,64
113,-,54179,104,61
113,+,18628,84,67
113,/,60439,68,97
97,-,25040,5,9
97,+,92272,73,1
113,+,6496,70,12
113,-,90082,25,109
113,/,62575,24,8
113,-,99188,78,9
113,-,90338,95,69
97,/,65197,15,78
113,/,85237,29,1
113,-,66952,19,37
97,-,39813,63,77
97,-,41940,9,27
113,+,67524,97,47
113,/,33576,87,46
113,/,47699,50,49
113,+,73905,94,97
97,-,85802,96,55
97,/,5520,88,62
113,/,60261,29,43
97,+,94353,5,74
97,-,13470,97,84
113,-,9184,109,35
97,+,25040,60,74
97,/,81442,53,81
113,-,11670,30,1
97,-,7373,67,31
113,/,15577,44,15
113,-,84984,88,33
113,-,38353,109,50
113,+,60716,1,36
113,/,56838,44,48
113,-,40483,35,107
113,/,13469,52,33
113,+,76255,90,70
113,-,11343,49,107
97,+,46992,17,61
97,+,95595,46,96
113,-,87985,0,71
113,-,65979,53,47
97,-,34702,93,77
113,/,12109,104,3
113,-,29229,73,2
113,+,62226,9,85
97,-,97913,54,83
97,+,51782,9,90
97,/,9127,35,66
113,+,11670,76,107
113,/,56838,86,95
97,+,34913,20,13
113,/,64460,42,65
113,+,64945,3,86
113,-,98262,81,97
113,+,77503,35,20
97,+,49039,22,76
113,-,10530,100,34
113,/,47699,37,46
113,+,32138,64,110
113,-,3935,13,80
97,-,69658,27,82
113,/,47699,13,53
97,/,34702,80,45
97,-,47058,13,0
113,-,17221,34,11
97,/,3357,80,41
97,+,84096,63,60
113,+,98030,83,29
113,-,94644,61,2
97,/,24506,1,62
113,/,18628,95,83
113,-,88625,18,15
97,/,78561,35,13
113,-,71965,40,57
97,/,46992,21,6
113,-,76255,113,93
113,+,92067,86,58
113,+,2296,88,11
97,/,86933,80,19
113,/,46646,86,90
97,/,17531,47,82
113,+,15416,43,91
113,-,15577,83,13
113,-,84344,56,103
113,-,54179,0,52
97,+,22902,47,57
113,-,2527,8,33
113,-,88178,69,82
97,-,2688,79,87
113,-,47699,49,77
113,-,90338,44,7
113,+,92067,102,74
97,-,47231,62,27
97,-,80549,11,28
113,-,77503,4,94
113,+,9184,33,64
113,/,98262,36,17
97,/,60736,78,2
113,-,76255,86,7
97,+,69658,23,35
97,-,2688,27,42
97,-,39855,11,74
97,/,69658,48,93
113,/,64945,59,83
97,/,59127,3,18
97,/,69912,55,10
97,+,36935,76,54
97,-,7373,49,49
97,-,13485,38,61
97,-,9230,55,57
113,+,64108,104,28
113,-,92447,23,103
97,-,17531,68,3
113,-,54179,60,105
97,/,17986,96,90
113,+,78288,18,110
113,+,71965,92,76
113,-,40483,25,4
97,/,13470,55,50
113,/,56838,99,9
113,/,32157,39,33
113,+,32155,94,44
97,/,58237,97,18
113,/,38286,86,106
113,+,40358,10,27
97,/,49203,73,92
97,/,35467,36,15
113,+,46526,41,11
113,-,94245,91,25
113,/,88625,62,73
113,+,90132,67,25
97,-,21691,17,43
113,/,60261,34,77
113,/,60439,7,46
113,/,50938,57,102
113,+,95111,45,10
97,+,22704,23,29
113,/,18391,82,111
97,+,46204,12,44
113,-,62575,55,31
113,-,17221,2,43
113,/,52810,15,17
97,/,90189,56,58
97,-,9297,76,6
97,+,13485,73,75
113,-,54179,87,78
113,-,73905,35,81
97,+,60736,44,58
97,/,70596,96,56
97,+,34913,54,47
97,-,5956,90,46
97,+,97913,75,18
113,+,88625,19,52
113,-,2296,24,12
97,-,34913,86,4
113,/,88178,1,38
113,-,9184,11,20
97,/,65197,56,0
113,-,99188,24,63
113,+,46526,85,55
97,/,39030,38,57
97,/,37093,68,60
113,/,90764,112,19
113,/,78288,27,74
113,+,6268,46,99
97,/,41477,3,51
97,+,46992,33,77
97,+,36413,50,88
113,/,22088,48,8
97,/,77561,22,33
113,+,32819,62,111
97,/,86933,20,78
113,-,92067,5,80
97,-,25040,56,55
97,-,83449,44,82
113,+,38286,73,52
113,/,46646,70,101
97,+,71429,65,5
113,-,69342,51,22
97,/,66732,11,52
113,/,77503,98,112
97,+,61954,76,47
113,-,9184,65,79
113,-,92542,83,25
113,+,10530,27,48
113,+,29229,83,45
113,+,10530,86,107
97,-,64490,22,60
113,+,61287,48,89
97,+,60736,71,85
97,-,39813,43,0
113,/,13469,33,69
97,+,13485,81,83
97,-,302,75,33
113,-,12109,112,19
113,-,64108,9,28
113,-,61208,34,41
113,-,92437,38,78
97,-,78561,27,61
113,-,60439,64,33
113,+,40541,74,48
113,+,60439,110,94
97,+,56754,75,84
113,-,56838,94,18
97,/,66367,90,58
97,/,9127,4,50
113,-,92447,113,13
113,+,96626,41,52
113,+,66952,45,101
97,+,61954,79,50
97,-,49203,26,95
97,+,39855,67,55
113,/,11343,11,14
113,+,36672,38,98
97,+,29432,5,46
113,+,25005,95,14
113,/,46526,31,31
97,/,76017,54,49
97,/,71429,12,35
97,-,41940,35,1
97,/,17986,91,3
97,+,3080,59,35
113,-,45420,60,47
113,+,53879,7,98
97,-,22452,1,44
113,/,5188,42,10
97,+,31330,39,38
97,-,59127,7,47
113,+,25005,86,5
113,-,61287,71,83
97,-,36413,96,39
97,+,24752,91,11
97,+,61954,27,95
113,-,99308,110,97
97,/,36556,26,48
97,/,66732,26,44
97,+,45681,76,70
97,-,9313,5,93
113,/,29376,54,92
113,+,6496,23,78
113,/,5188,97,53
113,/,25005,93,42
97,+,17986,47,88
97,+,69912,82,57
97,+,81442,75,37
97,+,86933,44,65
97,-,45681,46,45
113,-,25005,89,56
113,/,64945,60,65
113,+,90082,19,40
97,/,97317,70,32
97,-,32087,81,93
97,+,35467,91,56
113,-,98262,98,80
113,-,88178,89,62
97,+,51782,11,92
97,/,60736,44,22
97,+,51782,13,94
97,-,9127,48,58
113,+,98262,11,76
97,/,86933,87,29
97,+,10109,67,88
113,+,64945,26,109
113,-,29376,59,50
113,+,2527,42,83
113,/,6146,101,60
113,/,2527,45,56
97,+,66732,45,41
113,+,88178,80,5
97,+,95595,68,21
113,+,21170,111,37
113,/,99308,109,7
97,-,22452,46,96
97,+,22452,30,75
113,+,6496,55,110
113,+,74692,78,77
97,+,35467,87,52
113,-,64460,49,1
97,+,61954,88,59
97,+,35942,41,93
97,+,21691,76,39
113,+,67524,107,57
113,-,47699,37,89
97,+,55447,89,52
97,+,83449,4,33
113,-,96626,53,71
97,-,92272,24,1
113,+,58742,62,44
113,+,15577,109,92
113,-,87985,1,70
113,-,87038,46,95
113,/,2527,97,26
113,+,90338,111,49
97,-,17531,12,59
113,+,22918,61,40
113,+,38124,16,59
113,/,87038,98,97
113,/,42439,3,21
97,-,89387,91,56
97,-,55447,53,7
113,/,42439,43,82
97,+,76017,92,61
97,+,66732,74,70
113,+,77503,104,89
113,/,84984,32,56
113,-,4030,81,107
113,-,98030,76,96
113,/,22088,16,24
113,-,66952,99,70
97,/,32087,57,77
113,+,48186,48,96
113,-,46646,97,106
97,/,61954,21,40
113,+,29376,63,59
113,-,25005,108,37
97,-,36935,4,71
97,-,37093,35,4
113,/,92067,52,75
113,/,21170,43,40
97,-,81815,3,41
113,/,32819,40,29
97,-,84096,6,88
113,+,62575,5,91
113,+,38286,35,14
97,+,17531,78,52
97,-,31330,43,53
97,+,90189,23,2
113,-,32138,87,72
97,+,13470,88,75
97,-,37093,54,82
113,-,90082,94,40
113,/,6146,69,89
97,/,9078,29,22
113,+,45066,75,54
97,/,92272,13,16
97,/,47106,19,54
97,/,35467,7,22
113,+,36672,74,21
97,-,17986,93,45
97,-,49203,55,66
113,-,9184,76,68
113,+,66178,79,39
113,-,32138,41,5
113,-,60439,109,101
113,+,22088,24,77
97,+,36556,21,8
113,/,28473,54,75
97,/,78480,80,11
113,+,45420,109,103
113,+,84984,89,97
97,/,41477,26,43
113,-,60716,14,21
97,-,41477,18,40
113,+,2527,109,37
113,+,74692,19,18
113,-,17221,86,72
113,+,18391,8,93
97,/,35942,8,30
113,-,61287,39,2
113,/,71965,8,68
97,+,9078,24,81
113,-,32138,89,70
113,/,90338,54,90
113,-,46646,107,96
113,+,10530,94,2
113,-,46646,47,43
97,+,66969,41,80
113,-,64108,62,88
97,+,24506,11,73
113,+,90082,108,16
113,+,85237,99,21
113,/,40541,108,36
113,/,92447,109,57
113,/,92542,69,98
113,-,69342,79,107
97,-,45681,25,66
113,+,74692,93,92
